song_name,artist,release,lyrics,thumbnail,album,genre,link
Jaane De,Atif Aslam,2017,Woh jo tha khwab saa Kya kahein jaane dein… Yeh jo hai kam se kam Yeh rahe ke jaane dein…  Woh jo tha khwab saa Kya kahein jaane dein… Yeh jo hai kam se kam Yeh rahe ke jaane dein…  Kyun na rok kar khudko Ek mashwara kar lein Magar jaane de… Aadatan toh sochenge Hota yun toh kya hota Magar jaane de…  Woh jo tha khwaab saa Kya kahein jaane dein… Yeh jo hai kam se kam Yeh rahe ke jaane dein…  Hmm…  Beeta jo beete na haaye kyun! Aaye yun aankhon mein… Humne toh be-mann bhi socha na Kyun aaye tum baaton mein…  Poochhte jo humse tum Jaane kya kya hum kehte Magar jaane de… Aadatan toh sochenge Hota yun toh kya hota Magar jaane de…  Woh jo tha khwaab saa Kya kahein jaane dein… Yeh jo hai kam se kam Yeh rahe ke jaane dein…  Aasaan nahi hai magar Jaana nahi ab udhar mmm hmm…  Aasaan nahi hai magar Jaana nahi ab udhar  Maloom hai jahaan dard hai Wahi phir bhi kyun jaayein Wahi kashmakash wahi uljhane Wahi tees kyun laayein  Behtar toh yeh hota Hum mile hi na hote Magar jaane de Aadatan toh sochenge Hota yun toh kya hota Magar jaane de  Woh jo tha khwaab saa Kya kahein jaane dein Yeh jo hai kam se kam Yeh rahe ke jaane dein,https://i.ytimg.com/vi/TWfzLpR3Q_E/hqdefault.jpg,Best of Romance: Atif Aslam & Pritam,"bollywood, hindi pop, desi, sufi, qawwali",https://www.youtube.com/results?search_query=Jaane%20De%20Atif%20Aslam
Tanha Begum,"Antara Mitra, Neeti Mohan, Rochak Kohli",2017,"Hello hello, testing one two Maihaar chooto jayen [x2]  Babul mora naihaar chooto jayen [x2]  Khud ko main coffee pilayu Khud ko hi shopping kararu Nazre na tujhse lararu Single single, tanha begum  Khudse hi goppe larayu Khud ka main time paas karayu Long drive me khudko le jayu Single single, tanha begum  Jab jab jayu aakeli bazariyaa [x2]  Dekhe na mohe tereh nazariya Bin saiyaan ke selfie na bhaye Naihaar chooto jayen  Babul mora naihaar chooto jayen [x2]  Main shar khayu main bhi kisi ka Reasen baanu jealousy ka Raate bitaayu main chatting pe  Kitni bari hai ye duniyaa Phir bhi hu main tanha Romance ki baatti gull hai re  Main to hu begum tanha Aab kahe tahra hua Main to hu begum tanha Dil to hai bikhra hua  Saari raatiya charkhe aatariya [x2]  Bizlee bali racket se maru macchariyaa Darshan nakoo hone paye Naihaar chooto jayen  Babul mora naihaar chooto jayen [x2]",https://i.ytimg.com/vi/KKX2T1NQnWs/hqdefault.jpg,Qarib Qarib Singlle (Original Motion Picture Soundtrack),"bollywood, hindi pop",https://www.youtube.com/results?search_query=Tanha%20Begum%20Antara%20Mitra%2C%20Neeti%20Mohan%2C%20Rochak%20Kohli
Jogi,"Yasser Desai, Aakanksha Sharma",2017,"Main taa tere naal hi rehna ji Har gham sang tere sehna ji  Main taa tere naal hi rehna ji Har gham sang tere sehna ji Jo jag se kaha na jaaye woh Mujhko bas tujhse kehna ji  Sohna sohna itna bhi kaise tu sohna Sohna sohna itna bhi kaise tu sohna Tere ishq mein jogi hona Mainu jogi hona  Sohna sohna itna bhi kaise tu sohna Tere ishq mein jogi hona..  Mainu jogi hona… [x4]  Ho… ishq ka rang safed piya Na chhal na kapat na bhed piya Sau rang mile tu ikk warga Phir...Aatish ho ya ret piya, ret piya  Jis jung mein tera ho rutba Uss jung ka main toh Junaid piya, junaid piya  Sohna sohna itna bhi kaise tu sohna Tere ishq mein jogi hona Mainu jogi hona  Main laakh sambhal ke jaani Tu nadiya aur main paani Ikk tujhme hi behne ka raasta  Sau baar samajh ke maani Mera qissa teri kahaani Jo jud jaaye toh mukammal vaasta.. haye!  Phir se mujhe ikk dafaa Hai bas tujhe dekhna…  Sohna sohna itna bhi kaise tu sohna Tere ishq mein jogi hona Mainu jogi hona  Mainu jogi hona [x4]  Ho… main ta tere naal hi rehna ji Har gham sang tere sehna ji Jo jag se kaha na jaaye Woh mujhko bas tujhse kehna ji Jo jag se kaha na jaaye Bas tujhse kehna ji…",https://i.ytimg.com/vi/HexFqifusOk/hqdefault.jpg,Shaadi Mein Zaroor Aana (Original Motion Picture Soundtrack),"bollywood, hindi pop",https://www.youtube.com/results?search_query=Jogi%20Yasser%20Desai%2C%20Aakanksha%20Sharma
Main Hoon Saath Tere,Arijit Singh,2017,Aasmaan sitaaron se chhalakne laga Chand saa tu jo mujhme chamakne laga  Aasmaan sitaaron se chhalakne laga Chand saa tu jo mujhme chamakne laga  Rahoon tere yoon paas main Banu tera ehsaas main Yaar jee loon aa teri har saans main  Shaam saa tu dhalta Tu subah saa hai nikalta Tere saaye mein chalta Main hoon saath tere Main hoon saath tere  Hai yehi iraada Tujhe chaahun khud se zyada Dil se hai yeh waada  Main hoon saath tere Main hoon saath tere Main hoon saath tere Main hoon saath tere  Seene mein tere pyaar ki Udti hai patange Udke yoon hawa mein tera Main aanchal huaa…  O bheega hoon tere saath main Baarishon mein teri Bikhri jo teri zulf toh Main baadal huaa  Teri kaali aankhein Mere khwaab ka hai dariya Main utar ke inmein kho gaya  Hai yehi iraada Tujhe chaahun khud se zyada Dil se hai yeh vaada  Main hoon saath tere Main hoon saath tere Main hoon saath tere Main hoon saath tere  Tere hi liye raat bhi Din bhi main guzaarun Soye tu tujhe raat bhar main dekha karoon  Mujhme tu kuch iss tarah se Ho gaya hai shaamil Tere bin chalun bheed mein Toh tanha lagun Aaina ho koyi Nazar aaye mujhko tu hi Main bhi tera chehra ho gaya  Hai yehi iraada Tujhe chaahun khud se zyada Dil se hai yeh vaada  Main hoon saath tere Main hoon saath tere Main hoon saath tere Main hoon saath tere,https://i.ytimg.com/vi/JJPdkXOz8-I/hqdefault.jpg,The Arijit Singh Collection,"hindi pop, bollywood, desi, bangla pop",https://www.youtube.com/results?search_query=Main%20Hoon%20Saath%20Tere%20Arijit%20Singh
Pallo Latke,"Yasser Desai, Jyotica Tangri",2017,"(Aa ha…)  Do tole ki mundri laade Teen tole ka kangna Moonh dikhayi de de phir tu Leja apne angna  Haye.. Do tole ki mundri laade Teen tole ka kangna Moonh dikhayi de de phir tu Leja apne angna  Na samajh tu cheez purani Chehra mera piece noorani Dekhega toh kha jaayega sau sau jhatke  Pallo latke re mahro pallo latke Pallo latke re mahro pallo latke Zara sa, zara sa, zara sa Tedho hoja balma  Pallo latke re tharo pallo latke [x2]  (Aa ha…)  Re face vilayti, ghoonghat desi Brand bada hi dhakad tor Bollywood mera danka bajta Down toh thodi akkad tu  Beauty ne kiye tera launde bawle Baat alag tere face mein Re Kat Kareena ghani se par Teri jaisi raani na poore desh mein  Re dheere dheere chunri sarakne lagi Meri dhak dhak dhadkan badhne lagi Thoda close toh aaja baby mukhda dikhaja Bina peete hi yaaron mujhe toh chadhne lagi  Saajna ve aankh teri Hai badtameez re Paani paani karde sharam se Hai aisi cheez re…  Ho saajna ve aankh teri Hai badtameez re Paani paani karde sharam se Hai aisi cheez re  Hai neeyat ki khoti Karti badmashi Beimaan bhi hai yeh Haan achhi khashi  Karti jaave yeh shaitani Khud ki kaise karoon nigraani Ghoori jaave non-stop mujhe Datt datt ke re!  Pallo latke re mahro pallo latke Pallo latke re mahro pallo latke Zara sa, zara sa, zara sa Crazy hoja balma Pallo latke re mahro pallo latke Pallo latke re mahro pallo latke  (Aa ha…)  Raat bhar main paas tere Badhne de craze re Dhadkano ko haule haule Hone de tezz re [x2]  Phal sabar ka meetha Chocolate se zyaada Kuch der tu rakh le… naik iraada  Maan ja na, na kar manmaani Boli jaave meri jawaani Mere jalwo ka asar hai sabse hatke..  Pallo latke re mahro pallo latke Pallo latke re mahro pallo latke Zara sa, zara sa, zara sa tedha hoja balma  Pallo latke re tharo pallo latke Pallo latke re tharo pallo latke  (Aa ha… Pallo la…)",https://i.ytimg.com/vi/FjQk-2jHevs/hqdefault.jpg,"Pallo Latke Again (From ""Jatadhara"")","bollywood, hindi pop",https://www.youtube.com/results?search_query=Pallo%20Latke%20Yasser%20Desai%2C%20Jyotica%20Tangri
Tu Banja Gali Benaras Ki,Asit Tripathy,2017,Tu banja gali Benaras ki Main shaam talak bhatku tujhme [x2]  Tu banja gali Benaras ki Main shaam talak bhatku tujhme Teri baatein chatpat chaat si hain Teri aankhen Ganga-ghaat si hain Main ghaat kinare so jaaun… Phir subha subha jaagun tujhme  Tu banja gali Benaras ki Main shaam talak bhatku tujhme [x2]  Tujhe shehar ghumaaun der talak Yunhi daayen baayen muda karun Tujhe scooter pe bitha ke main Tere saath hawa mein udaa karun [x2]  Meri kamar pe tera haath aaye To bulb ragon mein jal jaaye Meri saans mein teri saans chale… Main dil ki tarah dhadku tujhme  Tu banja gali Banaras ki Main shaam talak bhatku tujhme [x2]  Har sunday main Sangam Talkies mein Tujhe film dikhaaun night show Filmon ki tarah ik din yun ho Ban jaau main tera hero [x2]  Tera dil behlaaun dance karun Main yunhi tujhe romance karun Tere dil mein rahun khushiyon ki tarah Tu hasey to main jhalkun tujhme Tu banja gali Benaras ki Main shaam talak bhatkun tujhme [x2],https://i.ytimg.com/vi/l2hvSNbg_f0/hqdefault.jpg,Shaadi Mein Zaroor Aana (Original Motion Picture Soundtrack),Unknown,https://www.youtube.com/results?search_query=Tu%20Banja%20Gali%20Benaras%20Ki%20Asit%20Tripathy
Mera Intkam Dekhegi,Krishna Beura,2017,Aa… o… Jo dil mein bhara tune Dekhegi uss zeher ko Bhugtegi mere gham ko Meri aah ke kahar ko Apni khudgarzi ka ab anzaam dekhegi  Thukra ke mera pyaar Mera intkam dekhegi Thukra ke mera pyaar Mera intkam dekhegi  Chahat ka sila zaalim Matlab hi diya tune Majboor na thi phir bhi Dhokha kiya tune  Nafrat ko meri ab tu Subah shaam dekhegi Thukra ke mera pyaar Mera intqam dekhegi  Thukra ke mera pyaar Mera intqam dekhegi…  Tune har sitam jo mujhpe Kuch soch ke kiya Kudrat ne sila uska Aakhir tujhe diya hai  Duniya shikast teri sar-e-aam dekhegi Thukra ke mera pyar mera intqam dekhegi Thukra ke mera pyar Mera intqam dekhegi  Ga ga sa ga ga sa ni sa Sa ni sa ni dha pa Ga ga sa ga ga sa ni sa Sa sa sa sa… [x2],https://i.ytimg.com/vi/BiVyN2ftrrs/hqdefault.jpg,Shaadi Mein Zaroor Aana (Original Motion Picture Soundtrack),"sufi, qawwali, bollywood, sandalwood",https://www.youtube.com/results?search_query=Mera%20Intkam%20Dekhegi%20Krishna%20Beura
Oye Firangi,Sunidhi Chauhan,2017,"Saj dhaj, ban than, chale kidhar Badli huyi hai kaise aaj ye nazar  Saj dhaj, ban than, chale kidhar Badli huyi hai kaise aaj ye nazar  Kaise dhang mein tu aa gaya bedhangi Bedhangi, bedhangi, bedhangi  Oye firangi, Oye firangi Tu hua firangi, Oye firangi  Oye firangi, Oye firangi Tu hua firangi, Oye firangi  Ae kachche jehe kanch warga Eh suchche jehe sach warga Aasa mere dil nu teriyan ve Teriyan teriyan teriyan ve  Naino se padh le honthon ki tahareerein Ishq milayega dono ki taqdeerein  Naino se padh le honthon ki tahareerein Ishq milayega dono ki taqdeerein  Tere rang mein rang jaaungi main berangi Berangi, berangi, berangi  Oye firangi, Oye firangi Tu hua firangi, Oye firangi  Oye firangi, Oye firangi Tu hua firangi, Oye firangi",https://i.ytimg.com/vi/NXANaE-7n_E/hqdefault.jpg,Firangi (Original Motion Picture Soundtrack),"bollywood, desi, hindi pop",https://www.youtube.com/results?search_query=Oye%20Firangi%20Sunidhi%20Chauhan
Sajna Sohne Jiha,Jyoti Nooran,2017,Tainu vekhan te vekhi jaavaan Je naa vekhan te main mar jaavaan Rabb di sonh ik tere karke Lakh vaari main marr jaan…  Ve sohne jiha sajna ve sajna sohne jiha Ve sohne jiha sajna ve sajna sohne jiha Dil dena te dil mangna ve sajna sone jiha Dil dena te dil mangna ve sajna sone jiha  Ve sohne jiha sajna ve sajna sohne jiha Dil dena te dil mangna ve sajna sohne jiha Dil dena te dil mangna ve sajna sohne jiha Sohne jiha…  Chhaji aaiyan ji ajj chhaji aaiyan Chhaji aaiyan ji ajj chhaji aaiyan Kithon aayi ji dasso kithon aaiyan Kithon aayi ji dasso kithon aaiyan  Tere saath guzaran sau umraan Tere saath guzaran sau umraan Je mukraan te main mar jaavaan Chaahe tu lakh vaari mujhe aazmaa Chaahe tu lakh vaari mujhe aazmaa  Ohde aa naseeban naal eh ghadiyaan Jadon ishqe ‘ch chaaro akhaan ladiyaan*  Wohi khwaab dekhun sajna Jis khwaab mein tu ho O… wohi khwaab dekhun sajna Jis khwaab mein tu ho  Wohi yaad rakhun dholna Jis yaad mein tu ho  Saanu suna ki jhagda Sajna ve sajna sohne jiha  Dil dena te dil mangna ve sajna sohne jiha Dil dena te dil mangna ve sajna sohne jiha Sohne jiha… sohne jiha…  Saji aaiyan ji ajj saji aaiyan Saji aaiyan ji ajj saji aaiyan Kithon aayi ji dasso kithon aaiyan Kithon aayi ji dasso kithon aaiyan,https://i.ytimg.com/vi/oMR5TJ_EsTY/hqdefault.jpg,Firangi (Original Motion Picture Soundtrack),"sufi, bollywood, qawwali",https://www.youtube.com/results?search_query=Sajna%20Sohne%20Jiha%20Jyoti%20Nooran
Sahiba Russ Gayiya,Rahat Fateh Ali Khan,2017,"Nain nain se kuch na boley Raina na darwaza kholey Chhup chhup ke kyun roye mann ki maina Pyar ni hota maashe toley Sabse wakhre iske choley Ad jaaye te phir na maane kehna  Ja nahi bolna Main nahi bolna Ja nahi bolna ja Ja nahi bolna…  Tenu koi khabar nahi Mirza Koi jod khul gaya hai dil da Hatthan ‘cho ishqe di mehndi Thodi chhutt gayiaa..  Sahiba russ gayiya, russ gayiya Sahiba russ gayiya [x4]  Kya khoya, kitna khoya Kya hai paaya… Kis jagah pe pyaar mujhko leke aaya Dil mera waang Jogiya rulya Mujhko to apna naam hi bhulya Phir bhi raaz-e-ishq na khulya Ki karaan, ki karaan Chaar dina di jindadi Do din jee ke ruk gayiyaan  Sahiba russ gayiya, russ gayiya Sahiba russ gayiya [x4]  Man’ne nu te mann javaan Par dil chandre nu Channa dass kivein samjhawaan Par dil chandre nu Channa dass kivein samjhawaan  Sahiba russ gayiaa, russ gayiya Sahiba russ gayiya…",https://i.ytimg.com/vi/9CzdNEdho4I/hqdefault.jpg,Firangi (Original Motion Picture Soundtrack),"sufi, qawwali, bollywood, hindi pop, desi, ghazal",https://www.youtube.com/results?search_query=Sahiba%20Russ%20Gayiya%20Rahat%20Fateh%20Ali%20Khan
Tu Jit Jawna,Daler Mehndi,2017,Cheer ke ambar ki chhaati ko Har sarhad ko tod ke Re chheen ke nikla haq apna ye Toofaanon ko mod ke  Jindadi haar le O Baazi maar le  O Jind'di haar le Baazi maar le Hausla nahi haarna  Tu jit jaawana Haq ki khaatir lad ja tu Apni zid pe ad ja tu  Haq ki khaatir lad ja tu Apni zid pe ad ja tu  Tu jatta jangi nahi firangi Tu nahi firangi  Tu jatta jangi nahi firangi Tu nahi firangi  O chun chun ke path ke kaaton ko Kuchal de apne paanv se Rok sako to rok ke dekho Keh do sari raahon se [x2]  Ajj lalkaar de Kar yalgar de Ajj lalkaar de Kar yalgar de Hausla nahi haarna  Tu jit jaawana Haq ki khaatir lad ja tu Apni zid pe ad ja tu  Haq ki khaatir lad ja tu Apni zid pe ad ja tu  Tu jatta jangi nahi firangi Tu nahi firangi  Tu jatta jangi nahi firangi Tu nahi firangi  Lahu jo behta hai beh jaaye Tu data iraadon pe rehna Aaj dikha de kis mitti ka Cholaa hai tune pehna  Lahu jo behta hai beh jaaye Data iraadon pe rehna Aaj dikha de kis mitti ka Cholaa hai tune pehna  Zor se pukaar de Karza utaar de  Zor se pukaar de Karza utaar de Hausla nahi haarna  Tu jit jaawana Haq ki khaatir lad ja tu Apni zid pe ad ja tu  Haq ki khaatir lad ja tu Apni zid pe ad ja tu  Tu jatta jangi nahi firangi Tu nahi firangi  Tu jatta jangi nahi firangi Tu nahi firangi,https://i.ytimg.com/vi/QmOprP0Wax8/hqdefault.jpg,Firangi (Original Motion Picture Soundtrack),"bhangra, bollywood",https://www.youtube.com/results?search_query=Tu%20Jit%20Jawna%20Daler%20Mehndi
Gulbadan,Mamta Sharma,2017,"Husn ko parde ki Zarurat nahi ae Ghalib Kaun hosh mein rehta hai Mujhe dekhne ke baad  Zamaana dekhe mujhe Zamaana dekhe mujhe Zamaana dekhe mujhe Aur main apne aap mein magan magan magan…  Gadar badan mein gulbadan Gadar badan mein.. haan, haan Gadar badan mein gulbadan Gadar badan mein.. haan, haan Gadar badan mein gulbadan Gadar badan mein…  Zamaana dekhe mujhe Zamaana dekhe mujhe Zamaana dekhe mujhe Aur main apne aap mein magan magan magan… Ho ho.. Gadar badan mein gulbadan Gadar badan mein… haan, haan Gadar badan mein gulbadan Gadar badan mein…  Chunoti de rahi hai Laali meri aftab ko Wo chand chhup gaya jo Dekha rukh-e-mahtaab ko  Gadar mein saath leke chalun thand aur agan Gadar badan mein gulbadan Gadar badan mein.. haan, haan Gadar badan mein gulbadan Gadar badan mein..  Qayamat hoon main sar se paon tak, aye haye… Qayamat hoon Udaaye khwaab aankhon se wohi, aaye haye… Main chaahat hoon  Khud behkegi, behkayegi Meri jaan mujhe marwayegi Khud behkegi, behkayegi Marwayegi, marwayegi…  Zamaana dekhe mujhe Zamaana dekhe mujhe Zamaana dekhe mujhe Aur main apne aap mein magan magan magan… Ho ho.. Gadar badan mein gulbadan Gadar badan mein… haan, haan Gadar badan mein gulbadan Gadar badan mein…",https://i.ytimg.com/vi/uQJJMzmagYI/hqdefault.jpg,Firangi (Original Motion Picture Soundtrack),"bollywood, desi",https://www.youtube.com/results?search_query=Gulbadan%20Mamta%20Sharma
Mehbooba,"Neha Kakkar, Yasser Desai, Mohammed Rafi, Raftaar",2017,"Afwaah afwaah, yeh udne lagi afwaah Main hoon inki, hai shor khamakha Jhoothe aashiq aur jhoothi hai charcha Bolein kuchh bhi, hai mujhko nahi parwah  Wanna love me Wanna wanna love me [x4]  O meri mehbooba! (Na na na…)  O meri mehbooba! (Na na na…)  Firdaus dil behosh dil Tere ishq mein dooba  (O meri mehbooba Mehbooba mehbooba)  Meri meri meri meh'booba Teri teri teri aankhon mein dooba Tu gehra samundar hai ya hai ajooba Main mar hi naa jaaun Naa uthoon main subah  Na kar mere dil ke tu tukde Na taal tu bol ke Fukrey Dekho bas itni hai baat Launda smart hai Bas thodi aadatein kharab hain  Bigdi bigdi badmashiyan inki Mash'hoor kitni ayyashiyan inki Mere peechhe barbaad rehte hain Keh doon inse yehi baat kehte hain  Wanna love me Wanna wanna love me [x4]  O meri mehbooba Mehbooba mehbooba Tujhe jana hai to jaa Teri marzi mera kya  O meri mehbooba  Firdaus dil behosh dil Tere ishq mein dooba  Main nahi mehbooba Nahi teri mehbooba Tujhe jana hai to ja Teri marzi mera kya  Sunke maza hai na aata Waise aise na main kisi ko patata Aise aashiqon ko kaun satata Jaana hai to ja tujhe bye bye Ta Ta…",https://i.ytimg.com/vi/GIrx2bRqm2o/hqdefault.jpg,Fukrey Returns (Original Motion Picture Soundtrack),"bollywood, hindi pop, desi, desi pop, gujarati garba",https://www.youtube.com/results?search_query=Mehbooba%20Neha%20Kakkar%2C%20Yasser%20Desai%2C%20Mohammed%20Rafi%2C%20Raftaar
Peh Gaya Khalara,"Divya Kumar, Jasleen Royal, Akasa Singh, Akansha Bhandari",2017,"Peh gaya khalara challa jaise kawara Phirda si kudiyan de pichhe maara maara Ikattha mohalla saara vekhda nazaara Ikk peepni da ajj kivein vajjna nagada  Gehdi te shedi layi town, shehar, pind Bani na bani par uski koyi friend Kardi si kudiyan uss naal cheat Keh ke ji sweet, bhaiya on repeat Keh ke ji sweet, bhaiya on repeat  Peh gaya khalara hoye peh gaya khalara Nachdi ve nach tera jachda hullara Peh gaya khalara hoye peh gaya khalara Ikk peepni da ajj kivein vajjna nagada  Hoye…  Thodi haule haule Paanv rolley sholley Kyun kufar toley Kaise raaz kholey Vekh mere dolley sholley Rakhdi aa mainu dil de koley Kamli pagli ho saari Dil te jaan sab haari Mangdi aa mera number shumber Hoke ishqe ‘ch kalandar Raataan nu taak ke ambar Bundi mere sapne tad tad  Peh gaya khalara hoye peh gaya khalara Nachdi ve nach tera jachda hullara Peh gaya khalara hoye peh gaya khalara Ikk peepni da ajj kivein vajjna nagada  Dhol badha de DJ kick thoda kam Teri wali beat mein nahi koi dum  Baari barsi khattan geya si Khateya ki tu Heer Enna vichon kehde pind di Khatti jo tu Heer  Baari barsi khatan gaya si Ban gaya mera scene Main uska hoon Ranjha te Oh meri hai Queen  O taan bechari kismat di maari Isko pata ni ki la layi ae bimari  Peh gaya khalara hoye peh gaya khalara Nachdi ve nach tera jachda hullara Peh gaya khallara hoye peh gaya khallara Ikk peepni da ajj kivein vajjna nagada [x2]",https://i.ytimg.com/vi/pXs2MEuHFj0/hqdefault.jpg,Unknown,Unknown,https://www.youtube.com/results?search_query=Peh%20Gaya%20Khalara%20Divya%20Kumar%2C%20Jasleen%20Royal%2C%20Akasa%20Singh%2C%20Akansha%20Bhandari
Tu Mera Bhai Nahi Hai,"Gandharv Sachdev, Raftaar",2017,"Tu mera tu mera Tu mera bhai nahi nahi Nahi nahi, nahi nahi…  Oh bhai… Tu mera tu mera Tu mera bhai nahi nahi Nahi nahi, nahi nahi…  Yaar tere jaisa hai kahaan Tu jahaan yaar main wahaan Fight bhi hai saath mein tere Hona tight bhi hai sang tere waanw..  Ek doosre ke humne kachhe dhoye hain Bandi ne jo dil toda toh saath roye hain Koi bhi ho baat chaahe din ho ya raat Apni dosti se badhke koi hai nahi…  Tu mera tu mera Tu mera bhai nahi nahi Nahi nahi, nahi nahi… Oh bhai…! Tu mera tu mera Tu mera bhai nahi nahi Nahi nahi, nahi nahi…  [Raftaar:] Tu mera yaar hai, pyaar hai Tu hi mera bhai hai Bhai tu tabaahi hai Tune meri lagaai hai Peeth peeche tune meri bandi bhi phansai hai Par phir bhi tu mere dard ki dawai hai  Kameena tu, kameena main, kameeni dosti Kameenepan ko apne saari duniya kosti Kami lagey jo aaj call teri aayi nahi Tu meri jaan hai sirf mera bhai nahi  Oh bhai…  Shirt teri mera hai button Roti teri mera hai mutton Pheeki pheeki hai tere bina Chai ho ya life ho ya rum  Tere mere beech me kya tera mera bhai Dosti ki galli mein hai kharchi paai paai Thoda pyaar thodi laat Teri jeb mera haath Tujhse badh ke yaar ye khudai nahi hai  Tu mera tu mera Tu mera bhai nahi nahi Nahi nahi, nahi nahi…  Tu mera tu mera Tu mera bhai nahi nahi Nahi nahi, nahi nahi…  Oh bhai…",https://i.ytimg.com/vi/K3aOwgOld9Q/hqdefault.jpg,Unknown,Unknown,https://www.youtube.com/results?search_query=Tu%20Mera%20Bhai%20Nahi%20Hai%20Gandharv%20Sachdev%2C%20Raftaar
